portal_id,opis_code,delo,dates_raw,year_from,year_to,conjectural,material,reproduction
1,1,0001,1891 г.,1891,1891,0,статья,автограф
2,1,0002,18.05.1891 - 19.08.1932,1891,1932,0,статья,автограф
3,1,0003,февраль 1893 г.,1893,1893,0,замечания к статье,автограф
4,1,0004,5.10.1897 - 17.12.1897,1897,1897,0,письма,"автограф, машинопись"
5,1,0005,[1898 г.],1898,1898,1,письмо,"автограф, машинопись"
6,1,0006,12.12.1901 - 12.12.1902,1901,1902,0,доклад,автограф
7,1,0007,декабрь 1901 г. - 8.01.1902,1901,1902,0,копии чертежей,автограф
8,1,0008,декабрь 1901 г. - 29.03.1908,1901,1908,0,доклад,автограф
9,1,0009,декабрь 1901 г.,1901,1901,0,атлас чертежей,автограф
10,1,0010,4.02.1909 г.,1909,1909,0,фрагмент статьи,автограф
11,1,0011,14.07.1921 г.,1921,1921,0,статья,автограф
12,1,0012,сентябрь 1926 г. - декабрь 1926,1926,1926,0,"наброски, черновые таблицы",автограф
13,1,0013,[1926 г.],1926,1926,1,статья,автограф
14,1,0014,6.05.1927 г.- 10.01.1928 г.,1927,1928,0,"таблицы, формулы",автограф
15,1,0015,30.01.1930,1930,1930,0,"вычисления, формулы",автограф
16,1,0016,24.08.1930,1930,1930,0,отрывки,автограф
17,1,0017,9.05.1932,1932,1932,0,статья,автограф
18,1,0018,18.06.1932,1932,1932,0,статья,машинопись с правкой автора
19,1,0019,13.07.1932,1932,1932,0,отрывок,автограф
20,1,0020,16.11.1932,1932,1932,0,статья,машинопись с правкой автора
21,1,0021,25.11.1932,1932,1932,0,статья,машинопись с правкой автора
22,1,0022,[1932 г.],1932,1932,1,статья,машинопись с правкой автора
23,1,0023,14.12.1933,1933,1933,0,статья,машинопись с правкой автора
24,1,0024,8.02.1934,1934,1934,0,статья,машинопись с правкой автора
25,1,0025,27.08.1934,1934,1934,0,статья,автограф
26,1,0026,12.03.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
28,1,0028,1878 г.,1878,1878,0,"отрывки, чертежи",автограф
29,1,0029,1879 г. - февраль 1923 г.,1879,1923,0,чертежи,автограф
30,1,0030,14.03.1879 - 19.03.1879,1879,1879,0,"вычисления, формулы",автограф
31,1,0031,20.02.1883 - 13.04.1883,1883,1883,0,статья,автограф
32,1,0032,10.05.1897 - 1911 гг.,1897,1911,0,фрагменты рукописей,автограф
33,1,0033,[1905 г.],1905,1905,1,статья,автограф
34,1,0034,[1911 г.],1911,1911,1,статья,автограф
35,1,0035,[1911 г.],1911,1911,1,статья,автограф
36,1,0036,26.09.1913,1913,1913,0,повесть,автограф
37,1,0037,28.12.1913 - 16.08.1916,1913,1916,0,отрывки вычислений,автограф
38,1,0038,ранее 1917 г. - апрель 1917 г.,1917,1917,0,предисловие к повести,автограф
39,1,0039,23.10.1921,1921,1921,0,набросок статьи,автограф
40,1,0040,29.10.1923 - 1.11.1923,1923,1923,0,статья,автограф
41,1,0041,22.11.1923,1923,1923,0,добавление к статье,автограф
42,1,0042,2.12.1923,1923,1923,0,формулы,автограф
43,1,0043,21.04.1924 - 22.05.1924,1924,1924,0,статья,автограф
44,1,0044,5.05.1924 - 18.07.1924,1924,1924,0,"материалы к ней, статья",автограф
45,1,0045,26.05.1924 - 11.08.1926,1924,1926,0,"материалы к ней, статья, таблицы",автограф
46,1,0046,июль 1924 г. - 8.06.1926,1924,1926,0,статья,"автограф, машинопись с правкой автора"
47,1,0047,[июнь 1925 г.],1925,1925,1,статья,автограф
48,1,0048,18.09.1925 - 31.12.1925,1925,1925,0,"расчёты, формулы",автограф
49,1,0049,7.11.1925 - 17.11.1925,1925,1925,0,"набросок письма, статья",автограф
50,1,0050,7.11.1925 - июнь 1926 г.,1925,1926,0,статья,автограф
51,1,0051,декабрь 1925 г. - февраль 1926 г,1925,1926,0,"материалы к ней, статья",автограф
52,1,0052,[1925 г.],1925,1925,1,программа лекций,автограф
53,1,0053,16.04.1926,1926,1926,0,письмо,автограф
54,1,0054,14.05.1927,1927,1927,0,предисловие к книге,"автограф, машинопись с правкой автора"
55,1,0055,17.10.1927 - 26.11.1927,1927,1927,0,черновой набросок,автограф
56,1,0056,ноябрь 1928 г.,1928,1928,0,статья,машинопись с правкой автора
57,1,0057,22.06.1929,1929,1929,0,вставки к работе,"автограф, машинопись"
58,1,0058,декабрь 1929 г.,1929,1929,0,статья,машинопись с правкой автора
59,1,0059,декабрь 1929 г.,1929,1929,0,статья,машинопись с правкой автора
60,1,0060,1929 г.,1929,1929,0,статья,машинопись с правкой автора
61,1,0061,5.01.1930,1930,1930,0,статья,машинопись с правкой автора
62,1,0062,25.07.1930,1930,1930,0,фрагмент,автограф
63,1,0063,13.10.1930,1930,1930,0,формулы,автограф
64,1,0064,октябрь 1930 г.,1930,1930,0,статья,машинопись с правкой автора
65,1,0065,25.11.1930,1930,1930,0,статья,машинопись с правкой автора
66,1,0066,1930 г.,1930,1930,0,статья,машинопись с правкой автора
67,1,0067,1930 - 1931 гг.,1930,1931,0,"рисунки, таблицы, формулы","автограф, машинопись с правкой автора"
68,1,0068,[не позднее 1930 г.],1930,1930,1,статья,машинопись с правкой автора
69,1,0069,1930 - 1932 гг.,1930,1932,0,"таблицы, черновые чертежи","автограф, машинопись с правкой автора"
70,1,0070,20.01.1931,1931,1931,0,формулы,автограф
71,1,0071,август 1931 г.,1931,1931,0,статья,машинопись с правкой автора
72,1,0072,март 1932 г.,1932,1932,0,статья,машинопись с правкой автора
73,1,0073,март 1932 г.,1932,1932,0,статья,машинопись с правкой автора
74,1,0074,май 1932 г.,1932,1932,0,статья,машинопись с правкой автора
75,1,0075,29.06.1932,1932,1932,0,статья,машинопись с правкой автора
76,1,0076,29.06.1932,1932,1932,0,лекция,машинопись с правкой автора
77,1,0077,18.07.1932,1932,1932,0,рисунки,автограф
78,1,0078,26.07.1932,1932,1932,0,статья,автограф
79,1,0079,11.09.1932,1932,1932,0,статья,машинопись с правкой автора
80,1,0080,4.10.1932,1932,1932,0,статья,машинопись
81,1,0081,[1932 г.],1932,1932,1,статья,машинопись с правкой автора
82,1,0082,1.01.1933,1933,1933,0,статья,машинопись с правкой автора
83,1,0083,1.03.1933,1933,1933,0,статья,машинопись с правкой автора
84,1,0084,21.06.1933,1933,1933,0,статья,машинопись с правкой автора
85,1,0085,29.08.1933,1933,1933,0,статья,машинопись с правкой автора
86,1,0086,август 1933 г.,1933,1933,0,статья,машинопись с правкой автора
87,1,0087,12.09.1933,1933,1933,0,рисунки,автограф
88,1,0088,26.10.1933,1933,1933,0,"замечания, надписи к картинам","автограф, машинопись"
89,1,0089,8.11.1933 - 9.11.1933,1933,1933,0,таблицы,автограф
90,1,0090,8.11.1933 - 9.11.1933,1933,1933,0,таблицы,автограф
91,1,0091,[октябрь 1933 г.] - [ноябрь 1933,1933,1933,1,схемы,автограф
92,1,0092,[октябрь 1933 г.] - [ноябрь 1933,1933,1933,1,"рисунки, таблицы",автограф
93,1,0093,3.10.1933,1933,1933,0,статья,автограф
94,1,0094,[1933 г.],1933,1933,1,план,автограф
95,1,0095,12.02.1934,1934,1934,0,конспект статьи,"автограф, машинопись с правкой автора"
96,1,0096,15.02.1934,1934,1934,0,набросок,автограф
97,1,0097,17.03.1934,1934,1934,0,отрывок,автограф
98,1,0098,22.10.1934,1934,1934,0,статья,автограф
99,1,0099,2.11.1934,1934,1934,0,формулы,автограф
100,1,0100,5.11.1934,1934,1934,0,статья,автограф
101,1,0101,12.08.1934,1934,1934,0,монография,"автограф, машинопись с правкой автора"
102,1,0102,[1934 г.] - [1935 г.],1934,1935,1,монография,"автограф, машинопись с правкой автора"
103,1,0103,[1934 г.] - [1935 г.],1934,1935,1,монография,"автограф, машинопись с правкой автора"
104,1,0104,[1934 г.] - [1935 г.],1934,1935,1,монография,"автограф, машинопись с правкой автора"
105,1,0105,28.01.1935,1935,1935,0,монография,"автограф, машинопись с правкой автора"
106,1,0106,27.02.1935,1935,1935,0,статья,"автограф, машинопись"
107,1,0107,10.03.1935 - 10.08.1935,1935,1935,0,монография,"автограф, машинопись с правкой автора"
108,1,0108,21.03.1935,1935,1935,0,монография,"автограф, машинопись с правкой автора"
109,1,0109,21.03.1935,1935,1935,0,монография,"автограф, машинопись с правкой автора"
110,1,0110,25.03.1935,1935,1935,0,статья,машинопись с правкой автора
111,1,0111,29.03.1935,1935,1935,0,"материалы, черновые материалы",автограф
112,1,0112,29.03.1935,1935,1935,0,статья,машинопись с правкой автора
113,1,0113,17.04.1935,1935,1935,0,статья,машинопись
114,1,0114,23.04.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
115,1,0115,28.04.1935,1935,1935,0,статья,"автограф, машинопись"
116,1,0116,28.07.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
117,1,0117,[1935 г.],1935,1935,1,монография,"автограф, машинопись с правкой автора"
118,1,0118,1935 г.,1935,1935,0,статья,"автограф, машинопись с правкой автора"
119,1,0119,1935 г.,1935,1935,0,"статья, фрагмент","автограф, машинопись"
120,1,0120,1935 г.,1935,1935,0,таблицы,автограф
121,1,0121,1935 г.,1935,1935,0,"смета, фрагмент",автограф
122,1,0122,1935 г.,1935,1935,0,фрагменты,автограф
123,1,0123,5.09.1886,1886,1886,0,статья,автограф
124,1,0124,[1896 г.],1896,1896,1,статья,автограф
125,1,0125,30.08.1890,1890,1890,0,статья,автограф
127,1,0126,[19.07.1905] - [1906 г.],1905,1906,1,"главы, монография, оглавление, чертежи",автограф
128,1,0127,20.02.1907,1907,1907,0,статья,автограф
129,1,0128,14.07.1907 - 4.01.1908,1907,1908,0,"главы, монография",автограф
130,1,0129,21.08.1907 - 9.02.1909,1907,1909,0,"таблицы, формулы",автограф
131,1,0130,[1907 г.],1907,1907,1,статья,автограф
132,1,0131,11.07.1909,1909,1909,0,статья,автограф
133,1,0132,20.03.1912,1912,1912,0,статья,автограф
134,1,0133,1912 г. - 1913 г.,1912,1913,0,чертёж,автограф
135,1,0134,[1913 г.],1913,1913,1,статья,автограф
136,1,0135,17.05.1916,1916,1916,0,статья,автограф
137,1,0136,20.05.1917,1917,1917,0,описание диапозитивов,автограф
138,1,0137,28.02.1918,1918,1918,0,"расчёты, формулы",автограф
139,1,0138,1918 г.,1918,1918,0,статья,автограф
141,1,0140,1919 г. - 1921 г.,1919,1921,0,статья,машинопись с правкой автора
142,1,0141,9.03.1919 - 22.10.1920,1919,1920,0,"статья, фрагменты",автограф
143,1,0142,[1920 г.],1920,1920,1,статья,автограф
144,1,0143,3.10.1921,1921,1921,0,статья,автограф
145,1,0144,1921 г. - 18.04.1922,1921,1922,0,статья,автограф
146,1,0145,[1921 г.],1921,1921,1,описание чертежей и таблиц,машинопись с правкой автора
147,1,0145а,1921 г. - 1933 г.,1921,1933,0,"письма, программы работ","автограф, машинопись с правкой автора"
148,1,0146,апрель 1922 г.,1922,1922,0,выдержки из работы,машинопись
149,1,0147,7.08.1922,1922,1922,0,чертежи,автограф
150,1,0148,1922 г. - 18.10.1925,1922,1925,0,таблицы,автограф
151,1,0149,[1922 г.],1922,1922,1,"объяснительная записка, смета",машинопись
152,1,0150,[1924 г.],1924,1924,1,статья,автограф
153,1,0151,10.01.1925,1925,1925,0,"вычисления, таблицы, формулы",автограф
154,1,0152,13.04.1925,1925,1925,0,статья,автограф
155,1,0153,21.06.1925 - 28.06.1925,1925,1925,0,"пояснения к таблицам, расчёты",автограф
156,1,0154,29.07.1925,1925,1925,0,ответ на возражения,автограф
157,1,0155,30.07.1925,1925,1925,0,описание работ,автограф
158,1,0156,23.07.1925,1925,1925,0,статья,автограф
159,1,0157,9.08.1925 - 8.09.1925,1925,1925,0,"расчёты, таблицы",автограф
160,1,0158,27.08.1925,1925,1925,0,описание устройства,автограф
161,1,0159,8.09.1925,1925,1925,0,статья,автограф
162,1,0160,27.09.1925,1925,1925,0,статья,автограф
163,1,0161,11.10.1925 - 9.07.1926,1925,1926,0,"расчёты, формулы",автограф
164,1,0162,9.01.1926,1926,1926,0,описание работ,автограф
165,1,0163,14.04.1926,1926,1926,0,"заметки, пояснения, расчёты, чертежи",автограф
166,1,0164,24.04.1926,1926,1926,0,инструкция,автограф
167,1,0165,28.04.1926 - 18.08.1926,1926,1926,0,"документы, письма","автограф, машинопись"
168,1,0166,29.04.1926,1926,1926,0,заметка,автограф
169,1,0167,29.04.1926,1926,1926,0,таблицы,автограф
170,1,0168,29.05.1926 - 30.05.1926,1926,1926,0,"расчёты, черновик ответа",автограф
171,1,0169,май 1926 г.,1926,1926,0,шаблоны,автограф
172,1,0170,28.10.1927 - 13.11.1927,1927,1927,0,набросок плана,автограф
173,1,0171,28.10.1927,1927,1927,0,план работы,автограф
174,1,0172,28.01.1928 - 27.02.1928,1928,1928,0,план работ,автограф
175,1,0173,15.02.1928,1928,1928,0,статья,автограф
176,1,0174,1928 г.,1928,1928,0,таблицы,автограф
177,1,0175,2.04.1929,1929,1929,0,план работ,автограф
178,1,0176,29.12.1929 - 1930 г.,1929,1930,0,статья,"автограф, машинопись с правкой автора"
179,1,0177,15.06.1930,1930,1930,0,"пояснения к ним, чертежи",машинопись с правкой автора
180,1,0178,30.09.1930,1930,1930,0,статья,машинопись с правкой автора
181,1,0179,3.10.1930,1930,1930,0,статья,машинопись с правкой автора
182,1,0180,22.10.1930,1930,1930,0,статья,машинопись с правкой автора
183,1,0181,28.11.1930,1930,1930,0,статья,машинопись с правкой автора
184,1,0182,3.12.1930,1930,1930,0,статья,машинопись с правкой автора
185,1,0183,28.12.1930,1930,1930,0,статья,машинопись с правкой автора
186,1,0184,декабрь 1930 г.,1930,1930,0,статья,машинопись с правкой автора
187,1,0185,1930 г.,1930,1930,0,статья,машинопись с правкой автора
188,1,0186,[не ранее 1930 г.],1930,1930,1,статья,машинопись
189,1,0186а,[1930 г.] - [1932 г.],1930,1932,1,статья,авторизованная машинопись
190,1,0187,1.01.1931,1931,1931,0,"таблицы, чертежи",автограф
191,1,0188,1.01.1931,1931,1931,0,план работ,машинопись с правкой автора
192,1,0189,15.03.1931,1931,1931,0,статья,машинопись с правкой автора
193,1,0190,23.08.1931,1931,1931,0,статья,"автограф, машинопись с правкой автора"
194,1,0191,14.09.1931,1931,1931,0,статья,"автограф, машинопись с правкой автора"
195,1,0192,1.11.1931,1931,1931,0,статья,"автограф, машинопись с правкой автора"
196,1,0193,январь 1932 г.,1932,1932,0,статья,"автограф, машинопись с правкой автора"
197,1,0194,январь 1932 г.,1932,1932,0,статья,машинопись с правкой автора
198,1,0195,27.05.1932,1932,1932,0,статья,"автограф, машинопись"
199,1,0196,3.06.1932,1932,1932,0,объяснительная записка,машинопись с правкой автора
200,1,0197,12.06.1932,1932,1932,0,статья,машинопись
201,1,0198,июнь 1932 г.,1932,1932,0,статья,машинопись с правкой автора
202,1,0199,июль 1932 г.,1932,1932,0,текст выступления,машинопись с правкой автора
203,1,0200,10.08.1932,1932,1932,0,предисловие,автограф
204,1,0201,26.09.1932,1932,1932,0,текст выступления,"автограф, машинопись с правкой автора"
205,1,0202,3.10.1932,1932,1932,0,текст выступления,машинопись с правкой автора
206,1,0203,4.11.1932 - 14.07.1933,1932,1933,0,"статья, чертежи, шаблоны","автограф, машинопись с правкой автора"
207,1,0204,7.03.1933,1933,1933,0,статья,машинопись с правкой автора
208,1,0205,10.03.1933,1933,1933,0,статья,машинопись с правкой автора
209,1,0206,март 1933 г.,1933,1933,0,фрагменты лекций,"автограф, машинопись с правкой автора"
210,1,0207,март 1933 г.,1933,1933,0,статья,машинопись с правкой автора
211,1,0208,7.10.1933,1933,1933,0,фрагменты,автограф
212,1,0209,8.10.1933,1933,1933,0,статья,машинопись с правкой автора
213,1,0210,октябрь 1933 г.,1933,1933,0,статья,машинопись с правкой автора
214,1,0211,1933 г.,1933,1933,0,статья,машинопись с правкой автора
215,1,0212,2.03.1934,1934,1934,0,"наброски, рисунки, таблицы, фрагменты статьи, шаблоны",автограф
216,1,0213,8.03.1934,1934,1934,0,статья,"автограф, машинопись с правкой автора"
217,1,0214,январь 1934 г.,1934,1934,0,проект,Языки: русский
218,1,0215,январь 1934 г.,1934,1934,0,проект,Языки: русский
219,1,0216,[1934 г.],1934,1934,1,статья,"автограф, машинопись с правкой автора"
220,1,0217,7.07.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
221,1,0218,1935 г.,1935,1935,0,фрагмент,автограф
222,1,0219,1935 г.,1935,1935,0,список работ,автограф
223,1,0220,1935 г.,1935,1935,0,"расчёты, формулы",автограф
224,1,0221,1935 г.,1935,1935,0,шаблоны,фотографии
225,1,0222,1935 г.,1935,1935,0,"рисунки, чертежи, шаблоны","автограф, машинопись"
226,1,0223,1912 г. - 1931 г.,1912,1931,0,"фотографии моделей, шаблоны",фотографии
227,1,0224,1935 г.,1935,1935,0,фрагменты статей,автограф
228,1,0225,1935 г.,1935,1935,0,статья,автограф
229,1,0226,1893 г.,1893,1893,0,статья,машинопись
230,1,0227,1894 г.,1894,1894,0,статья,автограф
231,1,0228,1905 г.,1905,1905,0,статья,"автограф, машинопись"
232,1,0229,3.03.1907,1907,1907,0,статья,автограф
233,1,0230,1913 г. - 1923 г.,1913,1923,0,"заметки, наброски, таблицы","автограф, машинопись"
234,1,0231,1913 г. - 1929 г.,1913,1929,0,таблицы,автограф
235,1,0232,15.02.1914,1914,1914,0,статья,автограф
236,1,0233,февраль 1914 г.,1914,1914,0,статья,"автограф, машинопись"
237,1,0234,11.11.1918,1918,1918,0,статья,автограф
238,1,0235,12.11.1918 - 11.02.1923,1918,1923,0,статья,автограф
239,1,0236,[18.12.1918],1918,1918,1,отрывок статьи,автограф
240,1,0237,1919 г.,1919,1919,0,статья,"автограф, машинопись с правкой автора"
241,1,0238,1.07.1919 - 22.02.1923,1919,1923,0,статья,"автограф, машинопись"
242,1,0239,2.12.1920,1920,1920,0,статья,автограф
243,1,0240,7.12.1920 - 10.12.1920,1920,1920,0,статья,автограф
244,1,0241,11.12.1920,1920,1920,0,статья,автограф
245,1,0242,1920 г.,1920,1920,0,статья,"автограф, машинопись с правкой автора"
246,1,0243,1920 г.,1920,1920,0,статья,машинопись
247,1,0244,30.07.1921,1921,1921,0,статья,автограф
248,1,0245,6.08.1921,1921,1921,0,статья,автограф
249,1,0246,20.09.1921,1921,1921,0,статья,автограф
250,1,0247,сентябрь 1921 г.,1921,1921,0,статья,"автограф, машинопись с правкой автора"
251,1,0248,6.01.1923,1923,1923,0,фрагменты,автограф
252,1,0249,12.07.1923,1923,1923,0,статья,автограф
253,1,0250,7.12.1923,1923,1923,0,статья,автограф
254,1,0251,21.12.1923,1923,1923,0,статья,"автограф, машинопись"
255,1,0252,1923 г. - 4.06.1924 г.,1923,1924,0,статья,автограф
256,1,0253,11.02.1924 - 2.03.1924,1924,1924,0,"вычисления, формулы",автограф
257,1,0254,23.02.1924 - 12.12.1924,1924,1924,0,формулы,автограф
258,1,0255,6.08.1924,1924,1924,0,статья,автограф
259,1,0256,29.08.1924,1924,1924,0,статья,автограф
260,1,0257,4.11.1924,1924,1924,0,статья,"автограф, машинопись"
261,1,0258,[1924 г.],1924,1924,1,отрывок статьи,автограф
262,1,0259,14.04.1925,1925,1925,0,статья,автограф
263,1,0260,25.11.1925,1925,1925,0,"выписки, статья, черновые наброски",автограф
264,1,0261,12.09.1927 - 1929 г.,1927,1929,0,статья,"автограф, машинопись с правкой автора"
265,1,0262,сентябрь 1927 г.,1927,1927,0,статья,машинопись с правкой автора
266,1,0263,26.10.1927,1927,1927,0,статья,автограф
267,1,0264,ноябрь 1927 г.,1927,1927,0,статья,автограф
268,1,0265,5.07.1927,1927,1927,0,статья,автограф
269,1,0266,5.05.1928,1928,1928,0,отрывок,автограф
270,1,0267,15.11.1928 - 4.02.1933,1928,1933,0,статья,машинопись с правкой автора
271,1,0268,[1928 г.],1928,1928,1,статья,машинопись с правкой автора
272,1,0269,1929 г.,1929,1929,0,статья,машинопись с правкой автора
273,1,0270,февраль 1932 г.,1932,1932,0,статья,машинопись с правкой автора
274,1,0271,12.03.1932,1932,1932,0,статья,машинопись с правкой автора
275,1,0272,март 1932 г.,1932,1932,0,статья,машинопись с правкой автора
276,1,0273,29.08.1932,1932,1932,0,статья,машинопись с правкой автора
277,1,0274,14.09.1932,1932,1932,0,статья,машинопись с правкой автора
278,1,0275,14.09.1932,1932,1932,0,статья,машинопись с правкой автора
279,1,0276,18.09.1932,1932,1932,0,статья,машинопись с правкой автора
280,1,0277,27.09.1932,1932,1932,0,статья,машинопись с правкой автора
281,1,0278,8.10.1932,1932,1932,0,статья,машинопись с правкой автора
282,1,0279,12.01.1933,1933,1933,0,статья,автограф
283,1,0280,16.02.1933,1933,1933,0,статья,"автограф, машинопись с правкой автора"
284,1,0281,25.08.1933,1933,1933,0,отрывок статьи,"автограф, машинопись с правкой автора"
285,1,0282,23.09.1933 - 3.11.1933,1933,1933,0,статья,автограф
286,1,0283,11.11.1933,1933,1933,0,статья,"автограф, машинопись"
287,1,0284,[1933 г.],1933,1933,1,статья,"автограф, машинопись с правкой автора, рукопись"
288,1,0285,26.01.1934,1934,1934,0,статья,машинопись с правкой автора
289,1,0286,26.02.1934,1934,1934,0,лекция,"автограф, машинопись с правкой автора"
290,1,0287,29.04.1934,1934,1934,0,отрывок,автограф
291,1,0288,15.05.1934,1934,1934,0,статья,машинопись
292,1,0289,9.09.1934,1934,1934,0,"отрывок, статья","автограф, машинопись"
293,1,0290,1934 г.,1934,1934,0,объявление,машинопись
294,1,0291,[1934 г.],1934,1934,1,статья,"автограф, машинопись с правкой автора"
295,1,0292,1934 г.,1934,1934,0,таблица,машинопись с правкой автора
296,1,0293,1934 г.,1934,1934,0,фрагменты работ,автограф
297,1,0294,23.11.1882 - 21.06.1883,1882,1883,0,статья,"автограф, машинопись"
298,1,0295,21.02.1916,1916,1916,0,статья,автограф
299,1,0296,1918 г.,1918,1918,0,статья,машинопись
300,1,0297,30.07.1919 - 21.08.1919,1919,1919,0,статья,автограф
301,1,0298,5.11.1919 - 1923 г.,1919,1923,0,статья,автограф
302,1,0299,30.12.1919 - 20.04.1920,1919,1920,0,"таблицы, формулы, черновые наброски статьи",автограф
303,1,0300,1919 г.,1919,1919,0,очерк,машинопись с правкой автора
304,1,0301,3.01.1920 - 12.03.1920,1920,1920,0,статья,автограф
305,1,0302,3.01.1920 - 12.03.1920,1920,1920,0,статья,автограф
306,1,0303,апрель 1920 г. - май 1920 г.,1920,1920,0,статья,автограф
307,1,0304,13.05.1920 - 20.05.1920,1920,1920,0,статья,автограф
308,1,0305,1920 г.,1920,1920,0,статья,машинопись с правкой автора
309,1,0306,1921 г.,1921,1921,0,статья,машинопись с правкой автора
310,1,0307,19.11.1923,1923,1923,0,заметка,автограф
311,1,0308,15.08.1933,1933,1933,0,статья,машинопись
312,1,0309,24.08.1932,1932,1932,0,статья,автограф
313,1,0310,1935 г.,1935,1935,0,статья,машинопись с правкой автора
314,1,0311,5.11.1879 - 29.11.1879,1879,1879,0,выписки,автограф
315,1,0312,1.07.1898,1898,1898,0,описание конструкции,автограф
316,1,0313,1905 г. - 1912 г.,1905,1912,0,статья,автограф
317,1,0314,март 1907 г.,1907,1907,0,статья,автограф
318,1,0315,25.07.1920,1920,1920,0,ответ на возражения,автограф
319,1,0316,октябрь 1920 г. - сентябрь 1926,1920,1926,0,фрагменты статей,автограф
320,1,0317,20.10.1920,1920,1920,0,отрывок статьи,автограф
321,1,0318,январь 1922 г.,1922,1922,0,таблицы,автограф
322,1,0319,1921 г.,1921,1921,0,статья,машинопись с правкой автора
323,1,0320,19.12.1922 - 30.12.1923,1922,1923,0,статья,"автограф, машинопись"
324,1,0321,6.03.1923,1923,1923,0,статья,автограф
325,1,0322,29.06.1923 - 14.07.1923,1923,1923,0,записи опытов,автограф
326,1,0323,21.10.1923 - 10.04.1927,1923,1927,0,статья,машинопись с правкой автора
327,1,0324,1923 г.,1923,1923,0,статья,машинопись с правкой автора
328,1,0325,1923 г.,1923,1923,0,статья,"автограф, машинопись с правкой автора"
329,1,0326,4.10.1924 - 24.07.1927,1924,1927,0,статья,автограф
330,1,0327,31.12.1924,1924,1924,0,статья,машинопись с правкой автора
331,1,0328,1924 г. - 15.02.1933,1924,1933,0,статья,машинопись с правкой автора
332,1,0329,1924 г. - 26.04.1933,1924,1933,0,статья,машинопись с правкой автора
333,1,0330,16.03.1927,1927,1927,0,статья,автограф
334,1,0331,апрель 1927 г.,1927,1927,0,статья,автограф
335,1,0332,30.06.1927,1927,1927,0,таблицы,автограф
336,1,0333,19.07.1927 - 30.07.1927,1927,1927,0,статья,"автограф, машинопись"
337,1,0334,22.10.1927,1927,1927,0,фрагменты статьи,автограф
338,1,0335,май 1931 г.,1931,1931,0,статья,машинопись с правкой автора
339,1,0336,14.06.1931,1931,1931,0,статья,машинопись с правкой автора
340,1,0337,19.06.1931,1931,1931,0,набросок статьи,автограф
341,1,0338,24.06.1931,1931,1931,0,статья,машинопись с правкой автора
342,1,0339,август 1931 г. - 1934 г.,1931,1934,0,статья,машинопись с правкой автора
343,1,0340,13.11.1931 - январь 1932,1931,1932,0,статья,машинопись с правкой автора
344,1,0341,18.01.1932 - 24.01.1932,1932,1932,0,статья,автограф
345,1,0342,20.01.1932,1932,1932,0,описание конструкции,автограф
346,1,0343,февраль 1932 г.,1932,1932,0,статья,машинопись с правкой автора
347,1,0344,февраль 1932 г. - 31.01.1933,1932,1933,0,статья,машинопись с правкой автора
348,1,0345,7.06.1932,1932,1932,0,статья,машинопись с правкой автора
349,1,0346,12.07.1932,1932,1932,0,статья,машинопись с правкой автора
350,1,0347,4.08.1932,1932,1932,0,статья,машинопись с правкой автора
351,1,0348,29.08.1932,1932,1932,0,статья,машинопись с правкой автора
352,1,0349,25.09.1932,1932,1932,0,статья,"автограф, машинопись с правкой автора"
353,1,0350,10.10.1932,1932,1932,0,статья,"автограф, машинопись с правкой автора"
354,1,0351,20.10.1932,1932,1932,0,статья,"автограф, машинопись с правкой автора"
355,1,0352,25.08.1933,1933,1933,0,статья,машинопись с правкой автора
356,1,0353,18.12.1933,1933,1933,0,статья,машинопись с правкой автора
357,1,0354,6.01.1934 - 1.08.1934,1934,1934,0,статья,машинопись с правкой автора
358,1,0355,16.01.1934,1934,1934,0,статья,машинопись с правкой автора
359,1,0356,10.02.1934,1934,1934,0,статья,машинопись с правкой автора
360,1,0357,сентябрь 1934 г.,1934,1934,0,фрагменты статьи,автограф
361,1,0358,1934 г.,1934,1934,0,статья,машинопись с правкой автора
362,1,0359,1.01.1935,1935,1935,0,статья,машинопись с правкой автора
363,1,0360,15.05.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
364,1,0361,15.05.1935,1935,1935,0,статья,"автограф, машинопись с правкой автора"
365,1,0362,24.05.1935,1935,1935,0,статья,машинопись с правкой автора
366,1,0363,1935 г.,1935,1935,0,отрывок статьи,рукопись с правкой К.Э. Циолковского
367,1,0364,1935 г.,1935,1935,0,отрывки из статей,автограф
368,1,0365,1935 г.,1935,1935,0,статья,автограф
369,1,0366,1935 г.,1935,1935,0,"описание конструкции, чертежи",автограф
370,1,0367,1935 г.,1935,1935,0,отрывок,автограф
371,1,0368,1935 г.,1935,1935,0,отрывок,автограф
372,1,0369,14.05.1887,1887,1887,0,Способ воспроизведения: автограф,автограф
373,1,0370,20.12.1896,1896,1896,0,статья,автограф
374,1,0371,18.06.1898,1898,1898,0,Способ воспроизведения: автограф,автограф
375,1,0372,1902 г. - 1903 г.,1902,1903,0,статья,машинопись с правкой автора
376,1,0373,11.08.1915,1915,1915,0,статья,автограф
377,1,0374,1916 г.,1916,1916,0,статья,автограф
378,1,0375,1916 г.,1916,1916,0,статья,автограф
