opis,delo,pages_expected,status,title,source_url
Опись 4,842,3,ok,"Письмо научного работника Московского Электротехнического Института Связи В. Лаврова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1855
Опись 4,843,3,ok,"Письмо В.Д. Ларме к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1856
Опись 4,844,3,ok,"Письмо Л. Латунова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1857
Опись 4,845,3,ok,"Письмо А.Д. Лебедева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1858
Опись 4,846,4,ok,"Письмо инструктора физкультуры Левицкого к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1859
Опись 4,847,4,ok,"Письмо А.Н. Лускарева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1860
Опись 4,848,4,ok,"Письмо Григория Михайловича Лыхина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1861
Опись 4,849,5,ok,"Письмо рабочего И.И. Макарова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1862
Опись 4,850,5,ok,"Письмо студентки техникума Нины И. Малаховской к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1863
Опись 4,851,10,ok,"Письмо Мечислава Севериновича Малевича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1864
Опись 4,852,3,ok,"Письмо Вячеслава Владимировича Малинко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1865
Опись 4,853,4,ok,"Письмо В.Н. Малова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1866
Опись 4,853a,6,ok,"Письма Ф. Маркевича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письма Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1867
Опись 4,854,3,ok,"Письмо Д. Масленникова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1868
Опись 4,855,4,ok,"Письмо Николая Машонкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1869
Опись 4,856,3,ok,"Письмо Н. Медведкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1870
Опись 4,857,4,ok,"Письмо А. и Н. Медянцевых к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1871
Опись 4,858,3,ok,"Письмо Н. Милюкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1872
Опись 4,859,4,ok,"Письмо колхозника Якова Андреевича Минского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: английский, русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1873
Опись 4,859a,9,ok,"Письма Николая Константиновича Мниховича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письма Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1874
Опись 4,860,4,ok,"Письмо Б. Моделя к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1875
Опись 4,861,4,ok,"Письмо Василия Гавриловича Морева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1876
Опись 4,862,3,ok,"Письмо ботаника Михаила Ивановича Назарова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1877
Опись 4,863,3,ok,"Письмо И.А. Неганова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1878
Опись 4,864,3,ok,"Письмо Д. Нестерова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1879
Опись 4,865,4,ok,"Письмо студента В. Нефедьева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1880
Опись 4,866,3,ok,"Письмо электросварщика Василия Георгиевича Никитина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1881
Опись 4,867,3,ok,"Письмо Марии Сергеевны Новик к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1882
Опись 4,868,4,ok,"Письмо К.И. Новикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1883
Опись 4,869,4,ok,"Письмо врача Новикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1884
Опись 4,870,3,ok,"Письмо преподавателя авиадела Новожилова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1885
Опись 4,871,3,ok,"Письмо В. Оливетского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1886
Опись 4,872,4,ok,"Письмо К. Осипенкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1887
Опись 4,873,3,ok,"Письмо В.М. Палуевой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1888
Опись 4,873a,12,ok,"Письма школьника Ника Панкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письма Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1889
Опись 4,874,4,ok,"Письмо С.П. Паринкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1890
Опись 4,875,5,ok,"Письмо преподавателя физики и математики Е. Пархоменко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1891
Опись 4,876,4,ok,"Письмо школьника Владимира Педяша к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1892
Опись 4,877,3,ok,"Письмо В.Б. Пенина и Демидова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1893
Опись 4,878,5,ok,"Письмо Тамары Перелюбской к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1894
Опись 4,879,3,ok,"Письмо старшего химика Московского Инженерно - строительного института Евгения Николаевича Перепёлкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1895
Опись 4,880,5,ok,"Письмо школьницы Любови Платоновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1896
Опись 4,881,4,ok,"Письмо М. Погодина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1897
Опись 4,882,6,ok,"Письмо школьницы Лидии Поджес к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1898
Опись 4,883,3,ok,"Письмо А. Поленова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1899
Опись 4,884,5,ok,"Письмо М.Д. Поликарпова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1900
Опись 4,885,5,ok,"Письмо Ефима Андреевича Полякова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1901
Опись 4,886,5,ok,"Письмо Дмитрия Степановича Попкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1902
Опись 4,887,4,ok,"Письмо Влад[ислава] Павл[овича] Попцова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1903
Опись 4,888,3,ok,"Письмо И.В. Поспелова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1904
Опись 4,889,3,ok,"Письмо Анатолия Николаевича Потапова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1905
Опись 4,890,4,ok,"Письмо преподавателя Алексея Николаевича Профецкого к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1906
Опись 4,891,9,ok,"Письма доцента, сотрудника Ленинградского Астрономического Института Ив[ана] Ив[ановича] Путилина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письма Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1907
Опись 4,892,3,ok,"Письмо члена Коллегии защитников А. Розанова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1908
Опись 4,893,3,ok,"Письмо С.Ю. Розмана к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1909
Опись 4,894,4,ok,"Письмо наблюдателя Жуковской метеорологической станции Ртищева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1910
Опись 4,895,3,ok,"Письмо В. Сазонова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1911
Опись 4,896,5,ok,"Письмо инженера Л.А. Сазонова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1912
Опись 4,897,3,ok,"Письмо Салапиной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1913
Опись 4,898,4,ok,"Письмо учителя А. Сальникова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1914
Опись 4,899,3,ok,"Письмо А.В. Салмина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: английский, русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1915
Опись 4,900,4,ok,"Письмо Л. Сафоновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1916
Опись 4,901,4,ok,"Письмо Алексея Васильевича Свирина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1917
Опись 4,902,3,ok,"Письмо А. Семенко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1918
Опись 4,903,3,ok,"Письмо инженера С. Серебрякова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1919
Опись 4,904,7,ok,"Письмо Л. Сидорова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1920
Опись 4,905,4,ok,"Письмо А. Силаева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1921
Опись 4,906,5,ok,"Письмо Николая Петровича Синькина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1922
Опись 4,907,5,ok,"Письмо преподавателя биологии и химии В. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1923
Опись 4,908,6,ok,"Письмо М.А. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1924
Опись 4,909,3,ok,"Письмо Т. Смирновой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1925
Опись 4,910,5,ok,"Письмо К.И. Соколова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1926
Опись 4,911,4,ok,"Письмо Ольги Мироновны Соколовой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1927
Опись 4,912,8,ok,"Письмо М.И. Солодова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1928
Опись 4,913,3,ok,"Письмо школьницы В. Спицыной к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1929
Опись 4,914,3,ok,"Письмо школьника Александра Александровича Старченко к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1930
Опись 4,915,3,ok,"Письмо М.В. Стеженского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1931
Опись 4,916,5,ok,"Письмо Ювеналия Маркелловича Степанова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1932
Опись 4,917,6,ok,"Письмо Ивана Семеновича Степанчикова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1933
Опись 4,918,4,ok,"Письмо сотрудника Управления боевой подготовки РККА Стражевского к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1934
Опись 4,919,4,ok,"Письмо студента педтехникума Евгения Сухомлина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1935
Опись 4,920,4,ok,"Письмо инженера М.М. Таланцева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1936
Опись 4,921,3,ok,"Письмо художника Талдыкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: английский, русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1937
Опись 4,922,4,ok,"Письмо школьника Николая [Константиновича] Тарасова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1938
Опись 4,923,3,ok,"Письмо А. Тейле к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1939
Опись 4,924,3,ok,"Письмо Федора Федоровича Терентьева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1940
Опись 4,925,3,ok,"Письмо лаборанта Н. Титова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1941
Опись 4,926,3,ok,"Письмо сотрудника Госбанка С. Тихомирова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1942
Опись 4,927,7,ok,"Письмо В. Тишечкина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1943
Опись 4,928,3,ok,"Письмо зав. медпунктом Ольги Осиповны Тремут к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1944
Опись 4,929,3,ok,"Письмо Трофимова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1945
Опись 4,930,5,ok,"Письмо Николая Федоровича Туманова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1946
Опись 4,931,4,ok,"Письмо Н. Турчиновича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1947
Опись 4,932,4,ok,"Письмо А.В. Умнова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1948
Опись 4,933,5,ok,"Письмо студента С.П. Устиновича к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1949
Опись 4,934,6,ok,"Письмо агронома Фандеева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1950
Опись 4,935,3,ok,"Письмо А.В. Федорова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1951
Опись 4,936,3,ok,"Письмо Филиповского и В. Мельгунова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1952
Опись 4,937,5,ok,"Письмо слесаря Фролова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1953
Опись 4,938,3,ok,"Письмо преподавателя Б. Хавина к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1954
Опись 4,939,4,ok,"Письмо колхозника Григория Петровича Харламова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1955
Опись 4,940,3,ok,"Письмо Хромова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1956
Опись 4,941,8,ok,"Письма инженера-механика М. Хрущева к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письма Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1957
Опись 4,942,3,ok,"Письмо студента П. Цветкова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1958
Опись 4,943,3,ok,"Письмо зав. школой Е.Ч. Ченце к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1959
Опись 4,944,4,ok,"Письмо управдома Марии Игнатьевны Черепановой к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1960
Опись 4,945,4,ok,"Письмо А. Шакалиса к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1961
Опись 4,946,4,ok,"Письмо В. Шатова к К.Э. Циолковскому в ответ на его заметку ""Кто видел Болид?». Вид материала: письмо Способ воспроизведения: автограф Языки: русский",https://www.ras.ru/ktsiolkovskyarchive/1_actview.aspx?id=1962
